uuid,creation_date,frequency,day,updated_at,next_payment_day,status,user_id,event_timestamp,event_name,calculated_next_payment,discrepancy,discrepancy_type
a98bf884-85ea-4af4-abe9-49855eced9e3,1727211772,weekly,saturday,2024-09-28T14:00:41.611464042Z,5,disabled,a98bf884-85ea-4af4-abe9-49855eced9e3,2024-09-24 16:00:32,allowance.edited,2024-09-28 16:00:32,True,Mismatched Values
6bf95736-7798-4853-9701-37d2faa57677,1731114197,biweekly,monday,1731114197,18,enabled,6bf95736-7798-4853-9701-37d2faa57677,2024-11-08 17:03:17,allowance.created,2024-11-18 17:03:17,False,Other
a43e31d5-29ab-4549-9700-74f4445ea786,1731114211,biweekly,monday,1731114211,18,enabled,a43e31d5-29ab-4549-9700-74f4445ea786,2024-11-08 17:03:31,allowance.created,2024-11-18 17:03:31,False,Other
ce8adb1e-57d4-432a-9550-6804f2fce0fa,1729368530,biweekly,friday,2024-12-01T08:01:49.326953346Z,13,enabled,ce8adb1e-57d4-432a-9550-6804f2fce0fa,2024-10-19 13:08:50,allowance.created,2024-11-01 13:08:50,True,Mismatched Values
75d642b0-d5e1-44a3-b4fc-85d49311831f,1726450104,monthly,fifteenth_day,2024-09-20T18:04:46.403084279Z,15,enabled,75d642b0-d5e1-44a3-b4fc-85d49311831f,2024-09-20 11:04:46,allowance.edited,,True,Missing Calculation
75d642b0-d5e1-44a3-b4fc-85d49311831f,1726450104,monthly,fifteenth_day,2024-09-20T18:04:46.403084279Z,15,enabled,75d642b0-d5e1-44a3-b4fc-85d49311831f,2024-09-20 11:04:47,allowance.edited,,True,Missing Calculation
f3aa43ff-ba4e-47f4-ba8c-7decdf869162,1732737452,biweekly,thursday,2024-11-27T19:58:52.030615701Z,5,enabled,f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 11:58:52,allowance.edited,2024-12-05 11:58:52,False,Other
f3aa43ff-ba4e-47f4-ba8c-7decdf869162,1732737452,biweekly,thursday,2024-11-27T19:58:52.030615701Z,5,enabled,f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 11:58:54,allowance.edited,2024-12-05 11:58:54,False,Other
7aa8a90b-29c2-41c8-9624-37a65e696d15,1728148698,weekly,saturday,2024-11-12T14:57:57.030694205Z,16,disabled,7aa8a90b-29c2-41c8-9624-37a65e696d15,2024-10-05 10:18:18,allowance.created,2024-10-05 10:18:18,True,Mismatched Values
174771bb-0f07-4393-8484-46aa6d508bd2,1722714758,weekly,monday,2024-08-12T06:44:05.931277483Z,5,disabled,174771bb-0f07-4393-8484-46aa6d508bd2,2024-08-03 12:52:38,allowance.created,2024-08-05 12:52:38,False,Other
22419b06-691f-468a-bdfe-86c8d4e3923e,1722714723,weekly,monday,2024-08-12T06:44:16.451569987Z,5,disabled,22419b06-691f-468a-bdfe-86c8d4e3923e,2024-08-03 12:52:03,allowance.created,2024-08-05 12:52:03,False,Other
9e5c58dd-3faf-4287-8ce5-121da672b1e9,1722714704,weekly,monday,2024-08-12T06:44:22.911757267Z,5,disabled,9e5c58dd-3faf-4287-8ce5-121da672b1e9,2024-08-03 12:51:44,allowance.created,2024-08-05 12:51:44,False,Other
d76d2317-185d-416a-9f12-5cdba9247057,1722714741,weekly,monday,2024-08-12T06:44:10.211533509Z,5,disabled,d76d2317-185d-416a-9f12-5cdba9247057,2024-08-03 12:52:21,allowance.created,2024-08-05 12:52:21,False,Other
0d1dae30-66da-44c9-ae92-fcc85f0e3416,1732151290,biweekly,monday,1732151290,2,enabled,0d1dae30-66da-44c9-ae92-fcc85f0e3416,2024-11-20 17:08:11,allowance.created,2024-12-02 17:08:11,False,Other
1bfe8305-d2c3-44df-b984-58a4d00f05db,1731629366,biweekly,thursday,1731629366,28,enabled,1bfe8305-d2c3-44df-b984-58a4d00f05db,2024-11-14 16:09:26,allowance.created,2024-11-21 16:09:26,True,Mismatched Values
a90f4de9-33e6-4579-b241-50d2a4e733fa,1725541384,biweekly,monday,1725541384,16,enabled,a90f4de9-33e6-4579-b241-50d2a4e733fa,2024-09-05 06:03:05,allowance.created,2024-09-16 06:03:05,False,Other
de7bc9af-95cc-408b-83bc-6d1b1fad29bb,1733102397,biweekly,thursday,1733102397,12,enabled,de7bc9af-95cc-408b-83bc-6d1b1fad29bb,2024-12-01 17:19:57,allowance.created,2024-12-12 17:19:57,False,Other
ffb657b0-c97b-46df-aa05-d3638a0d78a0,1733102375,biweekly,thursday,1733102375,12,enabled,ffb657b0-c97b-46df-aa05-d3638a0d78a0,2024-12-01 17:19:35,allowance.created,2024-12-12 17:19:35,False,Other
1b337b57-8c27-4de4-aabd-ff2de6873fec,1729806587,biweekly,monday,2024-12-02T08:00:24.470852323Z,16,enabled,1b337b57-8c27-4de4-aabd-ff2de6873fec,2024-10-24 14:49:47,allowance.created,2024-11-04 14:49:47,True,Mismatched Values
56684c6f-c9f4-418d-995b-35ae42d4b9ce,1727951605,weekly,friday,2024-11-29T08:00:36.325417314Z,6,enabled,56684c6f-c9f4-418d-995b-35ae42d4b9ce,2024-10-03 03:33:26,allowance.created,2024-10-04 03:33:26,True,Mismatched Values
b07f26bf-9d33-4faa-ace4-b24caad5be84,1726088509,biweekly,friday,1726088509,20,enabled,b07f26bf-9d33-4faa-ace4-b24caad5be84,2024-09-11 14:01:50,allowance.created,2024-09-20 14:01:50,False,Other
ef5c3eb8-4672-4da3-b793-f0478b9847c2,1726088541,weekly,friday,1726088541,13,enabled,ef5c3eb8-4672-4da3-b793-f0478b9847c2,2024-09-11 14:02:21,allowance.created,2024-09-13 14:02:21,False,Other
d8f58a6f-0353-4dac-bbc8-1882f19a0409,1727811908,monthly,first_day,2024-12-01T08:01:47.996439725Z,1,enabled,d8f58a6f-0353-4dac-bbc8-1882f19a0409,2024-10-01 12:45:43,allowance.edited,,True,Missing Calculation
d8f58a6f-0353-4dac-bbc8-1882f19a0409,1727811908,monthly,first_day,2024-12-01T08:01:47.996439725Z,1,enabled,d8f58a6f-0353-4dac-bbc8-1882f19a0409,2024-10-01 12:45:45,allowance.edited,,True,Missing Calculation
fa229600-bfc5-422f-a45a-0659134bb7be,1730346092,biweekly,monday,2024-10-31T03:44:12.699252481Z,11,enabled,fa229600-bfc5-422f-a45a-0659134bb7be,2024-10-30 20:41:32,allowance.created,2024-11-11 20:41:32,False,Other
fa229600-bfc5-422f-a45a-0659134bb7be,1730346092,biweekly,monday,2024-10-31T03:44:12.699252481Z,11,enabled,fa229600-bfc5-422f-a45a-0659134bb7be,2024-10-30 20:44:12,allowance.edited,2024-11-11 20:44:12,False,Other
fa229600-bfc5-422f-a45a-0659134bb7be,1730346092,biweekly,monday,2024-10-31T03:44:12.699252481Z,11,enabled,fa229600-bfc5-422f-a45a-0659134bb7be,2024-10-30 20:44:16,allowance.edited,2024-11-11 20:44:16,False,Other
8b3dab1d-74e3-4c23-ab28-6c801c095293,1729364309,monthly,first_day,2024-12-01T08:00:38.228900567Z,1,enabled,8b3dab1d-74e3-4c23-ab28-6c801c095293,2024-10-19 11:58:29,allowance.created,,True,Missing Calculation
fc644ed9-1731-4459-9378-204532bc68c9,1722939655,biweekly,thursday,2024-11-24T08:00:31.971439323Z,5,enabled,fc644ed9-1731-4459-9378-204532bc68c9,2024-08-06 03:20:56,allowance.created,2024-08-15 03:20:56,True,Mismatched Values
fc644ed9-1731-4459-9378-204532bc68c9,1722939655,biweekly,thursday,2024-11-24T08:00:31.971439323Z,5,enabled,fc644ed9-1731-4459-9378-204532bc68c9,2024-11-06 19:42:53,allowance.edited,2024-11-14 19:42:53,True,Mismatched Values
82b72ae6-d248-4760-b3fd-7c4e94071162,1732844353,biweekly,friday,1732844353,13,enabled,82b72ae6-d248-4760-b3fd-7c4e94071162,2024-11-28 17:39:13,allowance.created,2024-12-06 17:39:13,True,Mismatched Values
4b348234-3977-42ed-acfa-c9d53fcbe1ba,1731873429,biweekly,thursday,2024-11-28T08:00:26.834616819Z,12,enabled,4b348234-3977-42ed-acfa-c9d53fcbe1ba,2024-11-17 11:57:09,allowance.created,2024-11-28 11:57:09,True,Mismatched Values
6f641680-e103-459b-805b-94fb2ce4cb24,1723927910,monthly,fifteenth_day,2024-09-15T16:00:19.206909484Z,15,enabled,6f641680-e103-459b-805b-94fb2ce4cb24,2024-08-17 13:51:50,allowance.created,,True,Missing Calculation
fec124db-e3d3-4b99-b447-4364b6f3a48f,1726254554,weekly,friday,2024-11-29T08:01:27.4533098Z,6,enabled,fec124db-e3d3-4b99-b447-4364b6f3a48f,2024-09-13 12:09:15,allowance.created,2024-09-13 12:09:15,True,Mismatched Values
fec124db-e3d3-4b99-b447-4364b6f3a48f,1726254554,weekly,friday,2024-11-29T08:01:27.4533098Z,6,enabled,fec124db-e3d3-4b99-b447-4364b6f3a48f,2024-10-27 12:30:12,allowance.edited,2024-11-01 12:30:12,True,Mismatched Values
fec124db-e3d3-4b99-b447-4364b6f3a48f,1726254554,weekly,friday,2024-11-29T08:01:27.4533098Z,6,enabled,fec124db-e3d3-4b99-b447-4364b6f3a48f,2024-10-27 12:30:12,allowance.edited,2024-11-01 12:30:12,True,Mismatched Values
fec124db-e3d3-4b99-b447-4364b6f3a48f,1726254554,weekly,friday,2024-11-29T08:01:27.4533098Z,6,enabled,fec124db-e3d3-4b99-b447-4364b6f3a48f,2024-10-27 12:43:20,allowance.edited,2024-11-01 12:43:20,True,Mismatched Values
1f0041b9-b86c-4e89-ae10-1a64924ee7e6,1727519668,biweekly,friday,2024-10-19T12:48:49.072572012Z,25,disabled,1f0041b9-b86c-4e89-ae10-1a64924ee7e6,2024-09-28 03:34:28,allowance.created,2024-10-11 03:34:28,True,Mismatched Values
e5d098c2-01af-4c37-8f8f-8336cf098e98,1723137406,biweekly,thursday,2024-08-08T17:17:25.148239119Z,22,disabled,e5d098c2-01af-4c37-8f8f-8336cf098e98,2024-08-08 10:16:46,allowance.created,2024-08-15 10:16:46,True,Mismatched Values
ffdbc130-089e-4a5e-8eb6-b687960d14a3,1723456283,weekly,friday,2024-08-12T09:52:26.227947733Z,16,disabled,ffdbc130-089e-4a5e-8eb6-b687960d14a3,2024-08-12 02:51:23,allowance.created,2024-08-16 02:51:23,False,Other
180d9e40-ecbd-40d8-bc2e-b9764fc74a89,1732719639,biweekly,thursday,2024-11-27T15:27:32.620795496Z,5,disabled,180d9e40-ecbd-40d8-bc2e-b9764fc74a89,2024-11-27 07:00:39,allowance.created,2024-12-05 07:00:39,False,Other
4bb72a96-1c3c-4b83-a8d6-14b3f52e2004,1725412449,weekly,sunday,2024-12-01T08:00:28.715074156Z,8,enabled,4bb72a96-1c3c-4b83-a8d6-14b3f52e2004,2024-09-03 18:14:09,allowance.created,2024-09-08 18:14:09,False,Other
1a39337a-894e-4f05-878d-5454b4864948,1725533525,weekly,monday,2024-10-02T02:15:19.421638026Z,7,enabled,1a39337a-894e-4f05-878d-5454b4864948,2024-10-01 19:15:19,allowance.edited,2024-10-07 19:15:19,False,Other
1a39337a-894e-4f05-878d-5454b4864948,1725533525,weekly,monday,2024-10-02T02:15:19.421638026Z,7,enabled,1a39337a-894e-4f05-878d-5454b4864948,2024-10-01 19:15:20,allowance.edited,2024-10-07 19:15:20,False,Other
384e9dbb-f464-4354-8aed-74ad84cc40a6,1725835624,weekly,monday,2024-10-02T02:15:27.541417033Z,7,enabled,384e9dbb-f464-4354-8aed-74ad84cc40a6,2024-10-01 19:15:27,allowance.edited,2024-10-07 19:15:27,False,Other
384e9dbb-f464-4354-8aed-74ad84cc40a6,1725835624,weekly,monday,2024-10-02T02:15:27.541417033Z,7,enabled,384e9dbb-f464-4354-8aed-74ad84cc40a6,2024-10-01 19:15:28,allowance.edited,2024-10-07 19:15:28,False,Other
b24f6669-9e0e-43e2-ab0e-afee4bd7478a,1726808162,biweekly,monday,1726808162,30,enabled,b24f6669-9e0e-43e2-ab0e-afee4bd7478a,2024-09-19 21:56:02,allowance.created,2024-09-30 21:56:02,False,Other
60450cca-fb47-4eb7-8d58-4a5ea88eb8ae,1728077291,biweekly,monday,2024-11-25T08:00:26.157540463Z,9,enabled,60450cca-fb47-4eb7-8d58-4a5ea88eb8ae,2024-10-04 14:28:11,allowance.created,2024-10-14 14:28:11,True,Mismatched Values
fe88dfe6-795d-4075-a1c1-14fa4960d3fd,1728015397,weekly,friday,1728015397,11,enabled,fe88dfe6-795d-4075-a1c1-14fa4960d3fd,2024-10-03 21:16:38,allowance.created,2024-10-04 21:16:38,True,Mismatched Values
feaeb3a1-86c2-416c-ae51-a4af28da539f,1726970521,weekly,sunday,2024-10-07T17:21:11.830087632Z,29,disabled,feaeb3a1-86c2-416c-ae51-a4af28da539f,2024-09-21 19:02:01,allowance.created,2024-09-22 19:02:01,True,Mismatched Values
9fe5842e-5f0c-4ba4-b51c-bcdd14a9ad5f,1731380589,biweekly,friday,2024-11-22T08:00:35.741937308Z,6,enabled,9fe5842e-5f0c-4ba4-b51c-bcdd14a9ad5f,2024-11-11 19:03:09,allowance.created,2024-11-22 19:03:09,True,Mismatched Values
cbeeebbd-b31a-468c-9704-f31c0788c30c,1732725808,weekly,monday,2024-12-02T08:00:31.600938966Z,9,enabled,cbeeebbd-b31a-468c-9704-f31c0788c30c,2024-11-27 09:16:24,allowance.edited,2024-12-02 09:16:24,True,Mismatched Values
cbeeebbd-b31a-468c-9704-f31c0788c30c,1732725808,weekly,monday,2024-12-02T08:00:31.600938966Z,9,enabled,cbeeebbd-b31a-468c-9704-f31c0788c30c,2024-11-27 09:16:26,allowance.edited,2024-12-02 09:16:26,True,Mismatched Values
043b733f-d260-44f7-aafc-b9ba87b7a59c,1732216213,weekly,friday,2024-11-29T08:00:31.873177245Z,6,enabled,043b733f-d260-44f7-aafc-b9ba87b7a59c,2024-11-21 11:10:13,allowance.created,2024-11-22 11:10:13,True,Mismatched Values
043b733f-d260-44f7-aafc-b9ba87b7a59c,1732216213,weekly,friday,2024-11-29T08:00:31.873177245Z,6,enabled,043b733f-d260-44f7-aafc-b9ba87b7a59c,2024-11-21 11:39:32,allowance.edited,2024-11-22 11:39:32,True,Mismatched Values
